model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Make
 A3,2018.0,25700.0,Automatic,28803.0,Petrol,145.0,43.5,2.0,audi
 A4,2019.0,25500.0,Automatic,7400.0,Petrol,145.0,38.7,2.0,audi
 Q5,2019.0,30800.0,Automatic,15.0,Diesel,,39.2,2.0,audi
 A5,2019.0,30400.0,Automatic,,Diesel,145.0,50.4,2.0,audi
 Q3,,18250.0,Automatic,38235.0,Diesel,160.0,50.4,2.0,audi
 Q3,2016.0,17750.0,,39726.0,Diesel,145.0,51.4,2.0,audi
 Q5,,33000.0,Automatic,,Diesel,145.0,38.2,2.0,audi
 A3,2019.0,22500.0,Automatic,14924.0,Petrol,145.0,42.2,1.5,audi
 TT,2017.0,21500.0,Automatic,22994.0,Petrol,165.0,43.5,2.0,audi
 A3,2018.0,26500.0,Automatic,17527.0,Petrol,150.0,43.5,2.0,audi
 Q5,2015.0,25000.0,Automatic,21200.0,Diesel,260.0,41.5,3.0,
 A4,2014.0,14000.0,Automatic,17803.0,Petrol,200.0,42.2,2.0,audi
 A1,2013.0,12000.0,Automatic,29846.0,Petrol,150.0,47.9,1.4,audi
 Q5,2019.0,31000.0,Automatic,18.0,Diesel,145.0,39.2,2.0,audi
 A5,2019.0,26300.0,Automatic,600.0,Petrol,,39.8,2.0,audi
 Q3,2019.0,26700.0,Automatic,5000.0,Diesel,145.0,48.7,2.0,audi
 A6,2012.0,11500.0,Automatic,66769.0,Diesel,150.0,55.4,2.0,audi
 A5,2017.0,23000.0,Semi-Auto,22000.0,Diesel,145.0,60.1,3.0,audi
 A3,2017.0,16495.0,Semi-Auto,35000.0,Petrol,30.0,,1.4,audi
 Q7,2015.0,28000.0,Automatic,37000.0,Diesel,200.0,47.9,3.0,audi
 Q3,2020.0,28000.0,,1772.0,Diesel,145.0,48.7,2.0,audi
 A7,2016.0,43000.0,Automatic,55500.0,Petrol,325.0,29.7,4.0,audi
 A7,2017.0,31000.0,Semi-Auto,,Petrol,150.0,,,audi
 Q7,2008.0,9930.0,Automatic,57000.0,,570.0,28.8,3.0,audi
 A3,2003.0,1490.0,Automatic,,Diesel,240.0,44.5,1.9,audi
 A3,2019.0,32000.0,Automatic,294.0,Petrol,145.0,34.9,2.0,audi
 A3,2019.0,22000.0,Automatic,5025.0,Diesel,145.0,51.4,2.0,audi
 A1,2016.0,11000.0,Manual,42082.0,Petrol,0.0,67.3,1.0,audi
 A1,2020.0,24000.0,Automatic,1210.0,Petrol,150.0,44.8,1.5,audi
 A4,2019.0,28000.0,Automatic,3838.0,Petrol,145.0,40.9,2.0,audi
 A4,2019.0,24399.0,Automatic,10511.0,Diesel,145.0,49.6,2.0,audi
 Q7,2019.0,46000.0,Automatic,14438.0,Diesel,145.0,32.8,3.0,audi
 A5,,15293.0,Automatic,32328.0,Diesel,145.0,,2.0,audi
 Q7,2020.0,68000.0,,4162.0,Diesel,145.0,32.1,3.0,audi
 A3,2020.0,29000.0,Automatic,3153.0,,145.0,34.5,2.0,audi
 A1,2017.0,14291.0,Manual,9010.0,Petrol,150.0,55.4,1.4,audi
 RS3,2016.0,33000.0,Automatic,36123.0,,305.0,34.9,2.5,audi
 A8,2016.0,22000.0,Automatic,37235.0,Diesel,205.0,48.7,3.0,audi
 Q7,2020.0,53792.0,Automatic,3182.0,Diesel,145.0,33.2,3.0,audi
 Q7,2016.0,,Automatic,32000.0,Diesel,160.0,48.7,3.0,audi
 A1,2019.0,21000.0,Automatic,4849.0,Petrol,145.0,47.1,1.0,audi
 Q2,2019.0,25000.0,Automatic,6320.0,,145.0,40.9,1.5,audi
 Q3,2019.0,29000.0,Automatic,3281.0,Petrol,145.0,38.2,1.5,audi
 A6,2017.0,22491.0,Automatic,27073.0,Diesel,150.0,58.9,2.0,audi
 A1,2015.0,12491.0,,33527.0,Petrol,30.0,55.4,1.4,audi
 Q5,2020.0,37495.0,Automatic,7511.0,Petrol,145.0,32.1,2.0,audi
 Q5,2020.0,37000.0,Automatic,3121.0,Petrol,145.0,32.1,2.0,audi
 Q3,2020.0,27000.0,Manual,42.0,Petrol,145.0,39.8,1.5,audi
 Q3,2019.0,25000.0,Manual,3103.0,Petrol,145.0,40.9,1.5,audi
 A5,2019.0,,Automatic,2567.0,Petrol,145.0,39.8,2.0,audi
 A4,2019.0,26899.0,Automatic,4080.0,Petrol,145.0,42.2,2.0,
 A3,2011.0,7995.0,Manual,57750.0,Diesel,30.0,65.7,1.6,audi
 TT,2014.0,17250.0,Automatic,44000.0,Petrol,260.0,36.7,2.0,audi
 A3,2018.0,,Manual,10025.0,Petrol,145.0,54.3,1.5,audi
 A3,2019.0,20000.0,Automatic,7093.0,Petrol,145.0,44.1,1.0,audi
 A8,2019.0,37490.0,Automatic,2931.0,Diesel,145.0,40.4,3.0,audi
 Q5,2016.0,30000.0,Automatic,13000.0,Diesel,235.0,42.2,3.0,audi
 Q2,2019.0,28000.0,Automatic,2000.0,,145.0,33.2,2.0,audi
 Q2,2019.0,25491.0,,7778.0,Petrol,145.0,40.9,1.5,audi
 Q3,,37295.0,Automatic,5282.0,Petrol,145.0,32.1,2.0,audi
 Q7,,,Automatic,,Diesel,,,3.0,audi
 A5,2019.0,28495.0,Automatic,10000.0,Petrol,,39.2,2.0,audi
 A3,2016.0,15291.0,,17562.0,Petrol,30.0,58.9,1.4,audi
 Q5,2020.0,38000.0,Automatic,1481.0,Petrol,145.0,32.1,2.0,audi
 A1,2016.0,12343.0,Manual,16106.0,Petrol,30.0,55.4,1.4,audi
,2017.0,29000.0,Automatic,37265.0,Petrol,150.0,36.2,3.0,audi
 Q3,2017.0,23995.0,Automatic,10000.0,Petrol,145.0,42.2,2.0,audi
 TT,2012.0,,Manual,,Diesel,165.0,51.4,2.0,audi
 A1,2010.0,9990.0,Automatic,38000.0,Petrol,125.0,53.3,1.4,audi
 A4,2018.0,26891.0,Automatic,22414.0,Petrol,145.0,36.7,3.0,audi
 Q7,,45595.0,Automatic,28949.0,Diesel,145.0,39.2,4.0,audi
 A3,2016.0,18000.0,Automatic,29494.0,Petrol,125.0,49.6,2.0,audi
 A1,2013.0,9291.0,Manual,29382.0,Petrol,125.0,53.3,1.4,audi
 A5,2017.0,21291.0,Automatic,29666.0,Diesel,30.0,65.7,2.0,audi
 A4,2017.0,18491.0,Automatic,17900.0,,145.0,50.4,1.4,
 A6,2020.0,28000.0,Automatic,2511.0,Diesel,145.0,47.9,2.0,audi
 Q5,,37000.0,Automatic,1436.0,Petrol,145.0,32.1,2.0,audi
 A5,2020.0,25000.0,Automatic,751.0,Petrol,145.0,40.4,2.0,audi
 Q5,2019.0,33000.0,Automatic,5207.0,Diesel,145.0,,2.0,audi
 A4,2019.0,30000.0,Automatic,,Diesel,,49.6,2.0,audi
 A5,2019.0,25000.0,Automatic,8571.0,Diesel,,46.3,2.0,audi
 A1,2016.0,10999.0,Manual,22150.0,Diesel,0.0,76.3,1.6,audi
 A1,2016.0,,Manual,40119.0,Petrol,,55.4,1.4,audi
 A3,2015.0,21000.0,Automatic,12084.0,Petrol,205.0,39.8,2.0,audi
 RS6,2016.0,49990.0,Automatic,24000.0,Petrol,325.0,29.4,4.0,audi
 A3,2009.0,,Manual,120000.0,Diesel,145.0,53.3,2.0,audi
 A4,2011.0,6995.0,Manual,,Diesel,30.0,61.4,2.0,audi
 A3,2011.0,9695.0,Manual,32300.0,Petrol,235.0,39.2,2.0,audi
 A1,2014.0,9995.0,Manual,54000.0,Petrol,30.0,55.4,1.2,audi
 A3,2017.0,12995.0,Manual,23820.0,Petrol,145.0,60.1,1.0,audi
 A3,,16495.0,Semi-Auto,,Diesel,125.0,57.6,2.0,audi
 S4,2018.0,29995.0,Automatic,29000.0,Petrol,150.0,35.8,3.0,
 A3,2016.0,15495.0,Semi-Auto,52500.0,Hybrid,0.0,176.6,1.4,audi
 A4,2016.0,20995.0,,23700.0,Diesel,,61.4,2.0,audi
 A3,2016.0,14995.0,Manual,39750.0,Petrol,30.0,57.6,1.4,audi
 A6,2018.0,27995.0,Semi-Auto,,Petrol,150.0,39.8,2.0,audi
 A4,2011.0,9995.0,Automatic,78000.0,Diesel,305.0,39.8,3.0,audi
 A4,2011.0,6995.0,Manual,95000.0,Diesel,145.0,53.3,2.0,audi
 A3,2013.0,12695.0,Manual,31500.0,Petrol,125.0,53.3,1.4,audi
 A3,2020.0,16999.0,,4018.0,Petrol,145.0,49.6,1.0,
 A3,2020.0,16999.0,Manual,1978.0,Petrol,150.0,49.6,1.0,audi
 A3,,17199.0,Manual,609.0,Petrol,150.0,49.6,1.0,audi
 Q3,2017.0,19499.0,Automatic,8646.0,Petrol,150.0,47.9,1.4,
 Q3,2016.0,15999.0,,11855.0,Petrol,150.0,47.9,1.4,audi
 5 Series,2014.0,11200.0,Automatic,67068.0,Diesel,125.0,57.6,2.0,BMW
 6 Series,2018.0,27000.0,Automatic,14827.0,Petrol,,42.8,2.0,BMW
 5 Series,2016.0,16000.0,Automatic,62794.0,Diesel,160.0,51.4,3.0,BMW
,2017.0,12750.0,Automatic,,Diesel,145.0,72.4,1.5,BMW
 7 Series,,14500.0,Automatic,39554.0,Diesel,160.0,50.4,3.0,BMW
 5 Series,2016.0,14900.0,Automatic,35309.0,Diesel,125.0,60.1,2.0,BMW
 5 Series,2017.0,16000.0,Automatic,38538.0,,125.0,60.1,2.0,BMW
 2 Series,2018.0,16250.0,Manual,10401.0,Petrol,145.0,52.3,1.5,BMW
 4 Series,2017.0,14250.0,Manual,42668.0,Diesel,30.0,62.8,2.0,BMW
 5 Series,2016.0,14250.0,Automatic,36099.0,Diesel,20.0,68.9,2.0,BMW
,2017.0,15500.0,Manual,74907.0,Diesel,145.0,,2.0,
 1 Series,2017.0,11800.0,Manual,29840.0,Diesel,20.0,68.9,2.0,BMW
 X3,2016.0,15500.0,Automatic,77823.0,Diesel,,54.3,2.0,BMW
 2 Series,2015.0,10500.0,Manual,31469.0,Diesel,20.0,,2.0,BMW
 X3,2017.0,22000.0,Automatic,19057.0,Diesel,145.0,54.3,2.0,BMW
 3 Series,2017.0,16500.0,Manual,,Diesel,125.0,58.9,2.0,BMW
 3 Series,2017.0,14250.0,Automatic,55594.0,Other,135.0,,2.0,BMW
 3 Series,2017.0,16000.0,Automatic,45456.0,Diesel,30.0,64.2,2.0,BMW
 1 Series,2017.0,15500.0,,22812.0,Diesel,20.0,68.9,1.5,BMW
 4 Series,2014.0,14000.0,Automatic,47348.0,Diesel,125.0,60.1,2.0,
 1 Series,2015.0,9700.0,Automatic,75124.0,Diesel,20.0,70.6,2.0,BMW
 3 Series,2015.0,12600.0,Automatic,78957.0,Diesel,30.0,62.8,2.0,BMW
 3 Series,2016.0,15100.0,Automatic,29213.0,Diesel,30.0,64.2,2.0,BMW
 1 Series,2016.0,9400.0,Manual,44498.0,Diesel,0.0,83.1,1.5,BMW
 1 Series,2016.0,14300.0,Automatic,22461.0,Diesel,,67.3,2.0,BMW
 1 Series,,11200.0,,23005.0,Petrol,125.0,53.3,1.5,BMW
 3 Series,,17800.0,Automatic,22310.0,Diesel,145.0,64.2,2.0,BMW
 3 Series,2016.0,,Automatic,51994.0,Diesel,30.0,62.8,2.0,BMW
 X5,2016.0,19750.0,Automatic,96213.0,Diesel,,52.3,2.0,BMW
 X3,2015.0,17400.0,Automatic,50316.0,Diesel,200.0,47.9,3.0,BMW
,2017.0,16800.0,Automatic,44011.0,Diesel,150.0,65.7,2.0,BMW
 X4,2017.0,23000.0,Automatic,34960.0,Diesel,150.0,54.3,2.0,BMW
 i3,2016.0,17100.0,Automatic,,Other,,470.8,0.6,
 1 Series,2017.0,20500.0,Automatic,24029.0,Petrol,145.0,39.8,3.0,BMW
 1 Series,2017.0,11900.0,Manual,22920.0,Petrol,145.0,53.3,1.5,BMW
 2 Series,2017.0,,,61818.0,Other,0.0,141.2,1.5,BMW
 3 Series,2015.0,11500.0,Manual,59634.0,Diesel,125.0,61.4,2.0,BMW
 1 Series,2016.0,,Manual,29226.0,Diesel,30.0,62.8,2.0,BMW
 X1,2017.0,18900.0,Automatic,33514.0,Diesel,145.0,60.1,2.0,BMW
 1 Series,2018.0,14600.0,Automatic,6522.0,Petrol,145.0,37.2,1.5,BMW
 3 Series,2016.0,15800.0,Manual,11231.0,Petrol,145.0,47.9,2.0,BMW
 1 Series,2016.0,11400.0,Manual,21591.0,Petrol,125.0,53.3,1.5,BMW
 X3,2013.0,12000.0,Automatic,79972.0,Diesel,200.0,47.1,3.0,BMW
 1 Series,2018.0,17500.0,Automatic,14037.0,Petrol,145.0,54.3,1.5,
 5 Series,,23500.0,Automatic,25034.0,Diesel,200.0,47.9,,BMW
 X1,2016.0,16700.0,Automatic,,Diesel,125.0,60.1,2.0,BMW
 X3,2017.0,18000.0,Automatic,,Diesel,,47.1,3.0,BMW
 4 Series,2016.0,15500.0,Automatic,45856.0,Diesel,30.0,65.7,2.0,BMW
 1 Series,2016.0,,Manual,48858.0,Diesel,0.0,83.1,1.5,BMW
 1 Series,2017.0,11200.0,Manual,40399.0,Diesel,145.0,68.9,,BMW
 1 Series,2016.0,13200.0,Manual,17393.0,Diesel,30.0,65.7,2.0,BMW
 5 Series,2014.0,11000.0,Automatic,84816.0,Diesel,30.0,62.8,2.0,BMW
 3 Series,2017.0,18500.0,Automatic,27139.0,Diesel,160.0,,3.0,
 1 Series,2017.0,12750.0,Automatic,91563.0,Diesel,125.0,60.1,2.0,BMW
 3 Series,2014.0,14000.0,Manual,32139.0,Petrol,205.0,43.5,2.0,BMW
 X1,2017.0,14000.0,Automatic,,Diesel,30.0,65.7,2.0,BMW
 X1,2017.0,14000.0,Manual,20925.0,Diesel,150.0,68.9,2.0,BMW
 3 Series,2016.0,12750.0,Manual,30521.0,Diesel,20.0,,2.0,BMW
 X1,2018.0,18000.0,Manual,16066.0,Petrol,150.0,51.4,1.5,BMW
 1 Series,2015.0,11100.0,Manual,11524.0,Diesel,0.0,83.1,,BMW
 1 Series,2017.0,12700.0,Manual,21809.0,Petrol,145.0,53.3,1.5,BMW
 1 Series,2017.0,14500.0,Automatic,27245.0,Diesel,145.0,68.9,2.0,BMW
 3 Series,2013.0,12750.0,Automatic,35736.0,Diesel,125.0,58.9,2.0,BMW
 X1,2017.0,14100.0,Automatic,55782.0,Diesel,145.0,65.7,2.0,BMW
 1 Series,2016.0,10800.0,Manual,26404.0,Petrol,125.0,53.3,1.5,BMW
 1 Series,2016.0,13000.0,Manual,,Petrol,125.0,52.3,1.5,BMW
 1 Series,2016.0,12500.0,Manual,24111.0,Petrol,145.0,47.1,1.6,BMW
 3 Series,2017.0,13600.0,Manual,22763.0,Petrol,145.0,48.7,2.0,BMW
 3 Series,2016.0,12700.0,Manual,17385.0,Diesel,20.0,72.4,2.0,BMW
 5 Series,2016.0,15600.0,Automatic,35474.0,Diesel,125.0,60.1,2.0,BMW
 4 Series,2016.0,15250.0,Manual,16584.0,Diesel,30.0,62.8,2.0,BMW
 1 Series,2018.0,11700.0,Manual,30273.0,Diesel,145.0,53.3,1.5,BMW
 2 Series,2017.0,10900.0,Manual,62021.0,Diesel,145.0,65.7,2.0,BMW
,2016.0,14400.0,Automatic,51552.0,Diesel,30.0,62.8,2.0,
 1 Series,2016.0,11100.0,Manual,29508.0,Petrol,125.0,53.3,,BMW
 1 Series,2017.0,11100.0,Manual,30865.0,Diesel,145.0,72.4,1.5,BMW
 5 Series,2014.0,12400.0,Automatic,46356.0,Diesel,30.0,62.8,2.0,BMW
 1 Series,,12800.0,Manual,18343.0,Diesel,20.0,70.6,1.5,BMW
,2014.0,15000.0,Automatic,13858.0,Diesel,125.0,57.6,2.0,BMW
 2 Series,2017.0,12750.0,Manual,33752.0,Petrol,125.0,52.3,1.5,BMW
 X3,2016.0,21750.0,Automatic,19083.0,Diesel,150.0,54.3,2.0,BMW
 2 Series,2017.0,13900.0,Automatic,46281.0,Petrol,125.0,51.4,1.5,
 X1,2017.0,14000.0,Automatic,54183.0,Diesel,150.0,65.7,,BMW
 X1,2017.0,15200.0,Automatic,36701.0,Diesel,30.0,,2.0,BMW
 3 Series,2017.0,13500.0,Automatic,48082.0,Petrol,150.0,51.4,2.0,
 X1,2016.0,12150.0,Manual,77482.0,Diesel,20.0,68.9,2.0,BMW
 2 Series,2017.0,16000.0,Automatic,32389.0,Other,0.0,141.2,1.5,BMW
 5 Series,2016.0,14000.0,Automatic,39235.0,Diesel,30.0,62.8,2.0,BMW
 3 Series,2018.0,19490.0,Automatic,30703.0,Diesel,145.0,57.6,2.0,
 1 Series,2015.0,15499.0,Semi-Auto,20000.0,Diesel,125.0,60.1,2.0,BMW
 2 Series,2017.0,13000.0,Semi-Auto,34971.0,Diesel,150.0,72.4,1.5,BMW
 1 Series,2014.0,10600.0,Semi-Auto,44900.0,Diesel,30.0,64.2,,
 X3,2017.0,23000.0,Semi-Auto,16945.0,Diesel,150.0,54.3,2.0,BMW
 M4,2016.0,29998.0,,34209.0,,300.0,34.0,3.0,BMW
 1 Series,2017.0,12498.0,Manual,14138.0,Diesel,20.0,72.4,1.5,BMW
 1 Series,2015.0,7948.0,Manual,74375.0,Diesel,30.0,65.7,2.0,BMW
 X1,2017.0,17800.0,Automatic,31238.0,Diesel,145.0,55.4,2.0,BMW
 3 Series,2015.0,13100.0,Manual,37204.0,Diesel,30.0,64.2,2.0,
,,11400.0,Manual,26265.0,Diesel,0.0,83.1,1.5,BMW
 3 Series,2016.0,,,38838.0,Diesel,125.0,57.6,2.0,BMW
 X3,2016.0,15900.0,,59692.0,Diesel,145.0,54.3,2.0,BMW
 3 Series,2016.0,16300.0,Automatic,34623.0,Diesel,125.0,57.6,2.0,
 3 Series,2017.0,14800.0,Manual,29968.0,Diesel,30.0,64.2,2.0,BMW
 3 Series,2017.0,19700.0,Automatic,27748.0,Diesel,200.0,49.6,3.0,BMW
 3 Series,2015.0,14450.0,Automatic,47288.0,Diesel,30.0,62.8,2.0,BMW
 5 Series,2016.0,13500.0,Automatic,64117.0,Diesel,30.0,65.7,2.0,BMW
 5 Series,2015.0,10900.0,Automatic,79563.0,Diesel,125.0,60.1,2.0,BMW
 3 Series,2016.0,12200.0,Manual,34842.0,Diesel,30.0,67.3,2.0,BMW
 2 Series,2016.0,10600.0,Manual,24313.0,Diesel,0.0,74.3,1.5,BMW
 2 Series,2015.0,9100.0,Manual,40789.0,Diesel,0.0,,,BMW
 3 Series,2017.0,12600.0,Automatic,66743.0,Diesel,30.0,,2.0,BMW
 5 Series,2016.0,13600.0,Automatic,65612.0,Diesel,,62.8,2.0,
 1 Series,2016.0,11700.0,Manual,21390.0,Diesel,20.0,72.4,1.5,BMW
 3 Series,2017.0,12450.0,Automatic,72065.0,Diesel,20.0,70.6,2.0,BMW
 5 Series,2016.0,13500.0,Automatic,62444.0,Diesel,125.0,60.1,2.0,BMW
 X3,2013.0,12750.0,Automatic,71558.0,Diesel,160.0,50.4,2.0,BMW
 X1,2017.0,16700.0,Automatic,34666.0,Diesel,,65.7,2.0,BMW
 1 Series,2016.0,11400.0,Manual,22920.0,,20.0,,1.5,BMW
 X5,2016.0,21000.0,Automatic,71626.0,Other,0.0,85.6,2.0,BMW
 X1,2017.0,14700.0,Manual,38405.0,Diesel,145.0,68.9,2.0,BMW
 3 Series,2018.0,19000.0,Automatic,20681.0,Diesel,145.0,64.2,2.0,BMW
 3 Series,2017.0,15400.0,Automatic,20529.0,Diesel,145.0,65.7,2.0,BMW
 X3,2016.0,19000.0,Automatic,42691.0,,145.0,54.3,2.0,BMW
 1 Series,2018.0,15000.0,Automatic,10058.0,Petrol,145.0,37.2,1.5,BMW
 3 Series,2016.0,17950.0,Automatic,40337.0,Diesel,145.0,53.3,3.0,BMW
 5 Series,2018.0,22600.0,Automatic,23195.0,Diesel,145.0,65.7,2.0,BMW
 1 Series,2017.0,13200.0,Manual,17117.0,Petrol,145.0,53.3,1.5,
 3 Series,2017.0,12750.0,Manual,22153.0,Diesel,150.0,68.9,2.0,BMW
 3 Series,2015.0,9750.0,Manual,56038.0,Diesel,20.0,68.9,2.0,BMW
 3 Series,2017.0,10900.0,Automatic,78345.0,Diesel,0.0,74.3,2.0,BMW
 X4,2016.0,21400.0,Automatic,31084.0,Diesel,145.0,54.3,2.0,BMW
 1 Series,2017.0,14600.0,Automatic,5615.0,Petrol,145.0,58.9,1.5,BMW
 3 Series,2017.0,12600.0,Automatic,55751.0,,150.0,51.4,1.5,BMW
 X4,2017.0,22500.0,Automatic,35016.0,Diesel,150.0,54.3,2.0,BMW
 1 Series,2016.0,8000.0,Manual,81579.0,Diesel,0.0,83.1,1.5,BMW
 X1,2017.0,14800.0,Manual,31518.0,Diesel,145.0,60.1,2.0,BMW
 1 Series,2016.0,9900.0,Manual,44008.0,Diesel,0.0,83.1,1.5,BMW
 2 Series,2016.0,9500.0,Manual,59509.0,Diesel,20.0,68.9,2.0,BMW
 3 Series,2017.0,17950.0,Automatic,43703.0,Other,140.0,,2.0,BMW
 1 Series,2016.0,14200.0,Automatic,36858.0,Diesel,125.0,60.1,2.0,BMW
 1 Series,2016.0,12100.0,Automatic,25786.0,Diesel,0.0,74.3,2.0,BMW
 1 Series,2016.0,12700.0,Automatic,24592.0,Diesel,20.0,68.9,2.0,BMW
 1 Series,2016.0,8800.0,Manual,51002.0,Diesel,0.0,83.1,1.5,BMW
 1 Series,2017.0,15000.0,Automatic,26052.0,Diesel,145.0,68.9,2.0,BMW
 3 Series,2017.0,17100.0,Automatic,31528.0,Diesel,145.0,64.2,,BMW
 X3,2017.0,21750.0,Automatic,25776.0,Diesel,200.0,47.9,3.0,BMW
 1 Series,2016.0,13400.0,Manual,18055.0,Petrol,125.0,52.3,1.5,BMW
 3 Series,2014.0,9900.0,Automatic,,Diesel,,68.9,2.0,BMW
 1 Series,2016.0,13700.0,Manual,8719.0,Petrol,125.0,52.3,1.5,BMW
,,16900.0,Automatic,27133.0,Petrol,145.0,44.8,2.0,BMW
 5 Series,2018.0,21950.0,Automatic,21947.0,,150.0,68.9,2.0,BMW
 X1,2013.0,8750.0,Manual,,Diesel,160.0,51.4,2.0,BMW
 3 Series,2017.0,17000.0,Automatic,31501.0,Other,0.0,134.5,2.0,BMW
 1 Series,2016.0,13750.0,,8707.0,Petrol,30.0,55.5,1.5,BMW
 1 Series,2017.0,12800.0,Manual,10861.0,Petrol,125.0,53.3,1.5,BMW
 4 Series,2017.0,16000.0,Manual,16359.0,Petrol,145.0,46.3,2.0,BMW
 4 Series,2017.0,16600.0,Automatic,46913.0,,145.0,65.7,2.0,BMW
 3 Series,2017.0,15100.0,Manual,37747.0,Diesel,125.0,60.1,2.0,BMW
 4 Series,2017.0,16750.0,Manual,24882.0,Petrol,145.0,46.3,2.0,BMW
 1 Series,2015.0,12450.0,Manual,24474.0,,125.0,52.3,1.5,BMW
 3 Series,2018.0,15700.0,Automatic,29394.0,Petrol,145.0,48.7,2.0,BMW
 5 Series,,12600.0,Manual,59528.0,Diesel,125.0,60.1,2.0,BMW
 2 Series,2016.0,14600.0,Manual,15577.0,Petrol,160.0,44.1,,BMW
 X1,2016.0,13700.0,,52226.0,Diesel,20.0,68.9,2.0,BMW
 3 Series,2017.0,16900.0,Automatic,12330.0,,30.0,64.2,2.0,BMW
 4 Series,2015.0,15998.0,Semi-Auto,62943.0,Diesel,30.0,65.7,2.0,BMW
 X1,2020.0,31498.0,Semi-Auto,1560.0,Diesel,145.0,60.1,2.0,BMW
 2 Series,2020.0,27998.0,,1580.0,Petrol,150.0,,1.5,BMW
 X5,2020.0,54998.0,Semi-Auto,1500.0,Diesel,150.0,37.7,3.0,BMW
 3 Series,2014.0,11998.0,Manual,11545.0,Petrol,165.0,44.8,2.0,BMW
 2 Series,2020.0,25998.0,Automatic,,Hybrid,140.0,113.0,1.5,BMW
 1 Series,2020.0,31998.0,Semi-Auto,,Diesel,150.0,48.7,2.0,BMW
 X2,2020.0,29998.0,Manual,1850.0,Diesel,150.0,49.6,2.0,BMW
 X4,2019.0,33998.0,Semi-Auto,7272.0,Diesel,150.0,42.8,2.0,BMW
 X4,2019.0,33998.0,Semi-Auto,7272.0,Diesel,150.0,42.8,2.0,BMW
,2017.0,14995.0,Manual,19866.0,Diesel,30.0,65.7,2.0,BMW
 4 Series,2016.0,17995.0,Semi-Auto,22476.0,Petrol,145.0,48.7,,BMW
 1 Series,2013.0,14498.0,Semi-Auto,,Petrol,235.0,37.7,3.0,BMW
 1 Series,2015.0,10998.0,,42410.0,Diesel,30.0,65.7,2.0,BMW
 5 Series,2014.0,11998.0,Semi-Auto,60681.0,Diesel,,57.6,2.0,BMW
 X1,2016.0,14498.0,Manual,57717.0,Diesel,125.0,58.9,2.0,BMW
,2017.0,16998.0,Semi-Auto,,Petrol,145.0,51.4,2.0,BMW
 1 Series,2015.0,11498.0,Manual,49151.0,Diesel,30.0,62.8,2.0,BMW
 X6,2017.0,29498.0,,40429.0,Diesel,200.0,47.1,3.0,BMW
 M4,2016.0,31498.0,Semi-Auto,21107.0,Petrol,300.0,34.0,3.0,BMW
 1 Series,2016.0,19498.0,Semi-Auto,33043.0,Petrol,200.0,39.8,3.0,BMW
 X1,2016.0,17998.0,Semi-Auto,50378.0,Diesel,125.0,57.6,2.0,BMW
 5 Series,2019.0,25998.0,Semi-Auto,11115.0,Diesel,145.0,65.7,2.0,BMW
 X1,2013.0,8298.0,Manual,69020.0,Diesel,125.0,57.6,2.0,BMW
 8 Series,2019.0,61898.0,Semi-Auto,2650.0,Diesel,145.0,,,BMW
 1 Series,2014.0,13298.0,Manual,55834.0,Petrol,300.0,35.3,3.0,BMW
 3 Series,2019.0,21898.0,Semi-Auto,5761.0,Diesel,150.0,55.4,2.0,BMW
 1 Series,2017.0,11498.0,Semi-Auto,47110.0,Diesel,0.0,78.5,1.5,BMW
 X3,2014.0,17495.0,,54075.0,Diesel,,54.3,2.0,BMW
 5 Series,2015.0,14998.0,Semi-Auto,45152.0,Diesel,30.0,62.8,2.0,BMW
 2 Series,2014.0,10498.0,Manual,52091.0,Diesel,125.0,,2.0,BMW
 1 Series,2019.0,19998.0,Semi-Auto,4812.0,Petrol,145.0,47.9,2.0,BMW
 X1,2016.0,16698.0,Semi-Auto,37272.0,Petrol,160.0,44.8,,BMW
 3 Series,2019.0,27998.0,Semi-Auto,,Diesel,145.0,48.7,,BMW
 5 Series,2018.0,27798.0,Semi-Auto,15711.0,Diesel,145.0,60.1,3.0,BMW
 1 Series,2016.0,18298.0,Manual,21236.0,Petrol,260.0,36.2,3.0,BMW
 1 Series,2017.0,14698.0,Semi-Auto,24008.0,Petrol,145.0,55.5,1.5,BMW
 X1,2016.0,18498.0,Semi-Auto,25994.0,Diesel,145.0,55.4,2.0,BMW
 X5,2015.0,27998.0,Automatic,24188.0,Diesel,200.0,47.1,,BMW
 X5,2015.0,21498.0,Automatic,59216.0,Diesel,200.0,47.9,3.0,BMW
 1 Series,2017.0,19498.0,Manual,21171.0,Petrol,260.0,36.2,3.0,BMW
 1 Series,2017.0,14498.0,Manual,,Petrol,145.0,52.3,1.5,BMW
 5 Series,2017.0,22998.0,Semi-Auto,19379.0,Diesel,145.0,65.7,2.0,BMW
 1 Series,2017.0,14498.0,Manual,20790.0,Diesel,145.0,70.6,1.5,BMW
 5 Series,2019.0,29898.0,Semi-Auto,2743.0,Diesel,145.0,60.1,2.0,
 3 Series,2019.0,22998.0,Semi-Auto,6000.0,Petrol,145.0,48.7,2.0,BMW
 3 Series,2019.0,29998.0,Manual,3980.0,Diesel,145.0,53.3,2.0,BMW
 4 Series,2019.0,29898.0,Semi-Auto,101.0,Diesel,145.0,60.1,2.0,BMW
,2017.0,20498.0,Semi-Auto,12725.0,Diesel,145.0,,2.0,BMW
